video_title,author,comment_text,Cleaned_Comment,Sentiment
Java Tutorial: Variables and Data Types in Java Programming,@sakshampathak7957,Amazing java course bro,Amazing java course bro,positive
Java Tutorial: Variables and Data Types in Java Programming,@GauravKumar-ef7yc,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Dr.Meme84,Amazing code,Amazing code,positive
Java Tutorial: Variables and Data Types in Java Programming,@SagasOfMyLife,"For a datatype which takes n bits, would range between: -(2^(8n))/2 to ((2^(8n)/2)-1)",For a datatype which takes n bits would range between 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Desilonde101,awesome,awesome,positive
Java Tutorial: Variables and Data Types in Java Programming,@ashutoshprasad7262,If any data type can contain n bytes then -<br>    it can contain numbers from -(2^(8n))/2  to ( (2^(8n))/2 )-1,If any data type can contain n bytes then it can contain numbers from 28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ashutoshprasad7262,Amazing and superb java course,Amazing and superb java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@rishushukla8791,"I know someone might have already derived the formula for the bytes question, but still I wanted to do it myself. The formula is –(2^8n/2) to (2^8n/2) – 1😊",I know someone might have already derived the formula for the bytes question but still I wanted to do it myself The formula is 28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@karanpadhiyar8236,formula is (-2⁸ⁿ/2) to (2⁸ⁿ/2)-1,formula is 22 to 221,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jbro7702,2^n*8/2 to 2^n*8/2-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ramkrishnahari316,Please provide source code also.,Please provide source code also,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pariseegupta,Terrific Course,Terrific Course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Rohitmanotra664,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@usmaankawoosa8158,Amazing java codes,Amazing java codes,positive
Java Tutorial: Variables and Data Types in Java Programming,@daxatamishra8165,Amazing,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@shailvikumari9450,-(2^n×8) /2 to (2^n×8) /2 -1,2n8 2 to 2n8 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@e1Pr0f3ss0r,KOn chutye hai Jo dislike Kar rahe hai,KOn chutye hai Jo dislike Kar rahe hai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Ziya-ur-Rehman,ammazing java course thumsb up and keep it up sir,ammazing java course thumsb up and keep it up sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Amangupta-rh7cy,Amazing javq courses,Amazing javq courses,positive
Java Tutorial: Variables and Data Types in Java Programming,@Ankur-zd4db,Great !!!,Great,positive
Java Tutorial: Variables and Data Types in Java Programming,@TradingTopper,Good,Good,positive
Java Tutorial: Variables and Data Types in Java Programming,@mohdmzaman,"Amazing java code.Thank you, Mr. Harry.",Amazing java codeThank you Mr Harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@shantanulamba3599,The short code would be <br>System.out.println(6+5+1),The short code would be Systemoutprintln651,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Code_Creator123,Thank you sir,Thank you sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@X2GAMINGYT,N*8/2 to n*8/2-1,N82 to n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@satvikmittal4487,formula: -2^(n*8) to +2^(n*8)-1,formula 2n8 to 2n81,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shantanulamba3599,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@HamzaKhan-by1vr,Amazing sir,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@vishaldandekar7659,if it takes n bytes then formula will be 2 raise to power of 2n,if it takes n bytes then formula will be 2 raise to power of 2n,neutral
Java Tutorial: Variables and Data Types in Java Programming,@techmate2890,Amazing JAVA CodeWithHurry,Amazing JAVA CodeWithHurry,positive
Java Tutorial: Variables and Data Types in Java Programming,@hrishikeshpatankar5262,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@JustFahadd,Answer = (2^n*8)/2 to  (2^n*8)/2-1,Answer 2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@codingankit5073,- {2^(n*8)}/2 to {2^(n*8)}/2 - 1,2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@amankanaujiya9095,Amazing Java Course ...,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@learnwithatulsingh5350,Amazing course,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@kprides5576,Harry is best <br>Sir you deserved million subscribers,Harry is best Sir you deserved million subscribers,positive
Java Tutorial: Variables and Data Types in Java Programming,@kprides5576,Sir you are great,Sir you are great,positive
Java Tutorial: Variables and Data Types in Java Programming,@jayarai6836,Amazing course😍😍,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@sadashish2002,If integer data type takes n bytes then our formula for range of that variable is= -(2)^8n-1 to {(2)^8n-1} -1.<br>Bhaiya main aapke har video Ko dekha Raha Jun,If integer data type takes n bytes then our formula for range of that variable is 28n1 to 28n1 1Bhaiya main aapke har video Ko dekha Raha Jun,positive
Java Tutorial: Variables and Data Types in Java Programming,@sadashish2002,Amazing Java course Harry bhaiya love u from Jharkhand 😍😍🙏🙏,Amazing Java course Harry bhaiya love u from Jharkhand,positive
Java Tutorial: Variables and Data Types in Java Programming,@takshyasharma852,1000 videos daal diye yr wo bi itni quality education sach m bro hats off to u,1000 videos daal diye yr wo bi itni quality education sach m bro hats off to u,neutral
Java Tutorial: Variables and Data Types in Java Programming,@anandchauhan2179,Nice Bhai love you Bhai 🥰😍💞❤️,Nice Bhai love you Bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@RITIKKUMAR-gn8wi,Not amazing....it&#39;s OP java programming couse,Not amazingit39s OP java programming couse,neutral
Java Tutorial: Variables and Data Types in Java Programming,@poojapawar7485,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@chaitanyakumardewangan2410,Thank you so much sir harry,Thank you so much sir harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@mohitdahal2257,we love you sir. Keep it up,we love you sir Keep it up,positive
Java Tutorial: Variables and Data Types in Java Programming,@shashikantkumar829,{(-2^n×8)/2 to (2^n×8)/2-1},2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@samyakpudke4927,-(2^n)/2 to (2^n) -1,2n2 to 2n 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@knowatease5315,I was thinking to take computer classes but after watching your videos I changed my thoughts.  I don&#39;t know anything about computer but the way you are teaching is commendable. It is easy to understand. <br>I want to ask a question that &quot;is this playlist contain complete java&#39;s topic? &quot;,I was thinking to take computer classes but after watching your videos I changed my thoughts I don39t know anything about computer but the way you are teaching is commendable It is easy to understand I want to ask a question that quotis this playlist contain complete java39s topic quot,positive
Java Tutorial: Variables and Data Types in Java Programming,@goureshchauhan792,Amazing course,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@noshikiyani6693,How can I download notes??,How can I download notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@skmehta6173,Really good yaar,Really good yaar,positive
Java Tutorial: Variables and Data Types in Java Programming,@shreyashsinha6972,formula is -(2^8n)/2 to (2^8n)/2-1 for n,formula is 28n2 to 28n21 for n,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pradeepreddyys5842,-2^8n/2 to (2^8n/2)-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jayalaxmise8886,Hii sir thank you for this☺️☺️ amazing course,Hii sir thank you for this amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vishwajitkhune7326,2^n-1/2 to -2^n-1/2,2n12 to 2n12,neutral
Java Tutorial: Variables and Data Types in Java Programming,@tarunchauhan8801,i tried other tutors also but he is the best as he teaches in a very fun and interesting way....he deserves to be at the top.,i tried other tutors also but he is the best as he teaches in a very fun and interesting wayhe deserves to be at the top,positive
Java Tutorial: Variables and Data Types in Java Programming,@bradbro366,ajc = amazing java course,ajc amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@motivatedbirds9443,Amazing,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@theengineersgreat2127,Harry bhai aap ek apni app banao jisme aapke har course rahe,Harry bhai aap ek apni app banao jisme aapke har course rahe,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mousumimitra5429,very beautiful videpo harry bhai,very beautiful videpo harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@jdgamesandtechnology,Amazing Java course!,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@karanray6023,Harry Bhaiya you are bestest ever for forever,Harry Bhaiya you are bestest ever for forever,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pratikkokate8242,jai harry,jai harry,neutral
Java Tutorial: Variables and Data Types in Java Programming,@deepakgarg3262,Amazing Jawa tutorial.,Amazing Jawa tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@abhinavsingh1130,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@rahuldevnath3042,brother note ka link kahaper he?????,brother note ka link kahaper he,neutral
Java Tutorial: Variables and Data Types in Java Programming,@thepythonprogrammer4338,best guy ever he tells the concept very easily thanks man,best guy ever he tells the concept very easily thanks man,positive
Java Tutorial: Variables and Data Types in Java Programming,@dakshchaudhary6108,-(2^8n)/2 to (2^8n)/2 - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@dakshchaudhary6108,amazing,amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@tanishajaiswal7559,Amazing java program...,Amazing java program,positive
Java Tutorial: Variables and Data Types in Java Programming,@vishalpatil6578,-(2^N*8)/2 to (2^N*8)-1,2N82 to 2N81,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vishalpatil6578,use import static java.lang.System.out;   to avoid writing &quot;System&quot; in &quot;System.out.println()&quot;<br>Example:<br><br>import static java.lang.System.out;<br><br>public class demo<br>{<br>       public static void main(String args[])<br>       {<br>              out.println(&quot;hello world&quot;);    //generally we write here System.out.println(&quot;hello world&quot;)<br>       }<br>},use import static javalangSystemout to avoid writing quotSystemquot in quotSystemoutprintlnquotExampleimport static javalangSystemoutpublic class demo public static void mainString args outprintlnquothello worldquot generally we write here Systemoutprintlnquothello worldquot,positive
Java Tutorial: Variables and Data Types in Java Programming,@prolegend6198,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@surajsuryawanshi5182,Amazing data type... 🥰,Amazing data type,positive
Java Tutorial: Variables and Data Types in Java Programming,@CodeWith_ik,Hello herry Bhai amazing Java course 👍,Hello herry Bhai amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Farhan-uf8jr,Amazing 😁,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@syedfarhanali9527,amazing harry,amazing harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@tejaspatel2212,Excellent,Excellent,positive
Java Tutorial: Variables and Data Types in Java Programming,@ravipandey1133,amazing java cource,amazing java cource,positive
Java Tutorial: Variables and Data Types in Java Programming,@fool_gamerz5997,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@aaditeyraaz6188,(-2^n)/2 to (2^n)/2-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mehdiimam7395,I a lots of love u very helpful video sir 😘,I a lots of love u very helpful video sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@Shubham-bh1ph,amazing java code😍,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@nothingwrong988,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1280"">21:20</a><br>Addition of three numbers:<br>public class Add{<br><br>    public static void main(String[] args){<br>        byte num1 = 10; <br>        byte num2 = 20;<br>        byte num3 = 30;<br><br>        System.out.println(num1+num2+num3);<br>    }<br>}",2120Addition of three numberspublic class Add public static void mainString args byte num1 10 byte num2 20 byte num3 30 Systemoutprintlnnum1num2num3,positive
Java Tutorial: Variables and Data Types in Java Programming,@nothingwrong988,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1092"">18:12</a> <br>Formula:<br>-((2^(n*8))/2) to ((2^(n*8))/2) - 1",1812 Formula2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@nothingwrong988,Amazing Java Course..<br>By CodeWithHarry,Amazing Java CourseBy CodeWithHarry,positive
Java Tutorial: Variables and Data Types in Java Programming,@kp9773,-(2^8n)/2 to (2^8n) - 1,28n2 to 28n 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Sujan_Das14,"harry bhai app sach mei kamal hoon mai 14 saal ka hoon mujhe coding mein bohot interest hai main ne CodeWithHarry se pehle 5,6 jaga pein paid course kiye hain lekin kabhi samaj mein nahinn ayaya. Magar app nei mujhe samjhaya hain. app jo kamm free mein karte hoon woh paid mein utna valuable course nahin karate hain jitna app karte ho.Thanks Thanks a lot.",harry bhai app sach mei kamal hoon mai 14 saal ka hoon mujhe coding mein bohot interest hai main ne CodeWithHarry se pehle 56 jaga pein paid course kiye hain lekin kabhi samaj mein nahinn ayaya Magar app nei mujhe samjhaya hain app jo kamm free mein karte hoon woh paid mein utna valuable course nahin karate hain jitna app karte hoThanks Thanks a lot,positive
Java Tutorial: Variables and Data Types in Java Programming,@kamranejaz2418,nice java video,nice java video,positive
Java Tutorial: Variables and Data Types in Java Programming,@redpersimmon6940,Again 👍😘,Again,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sarmiladinda5266,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@dynamicgamer4709,amazing jawa course,amazing jawa course,positive
Java Tutorial: Variables and Data Types in Java Programming,@sarmiladinda5266,Amazing,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@abhijeetkankal5019,Bhai you should start automation selenium testing course,Bhai you should start automation selenium testing course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@tarulatamahanta7096,-(2^n*8)/2 to (2^n*8)/2 - 1<br>Is it correct sir,2n82 to 2n82 1Is it correct sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jessicagulati3596,-(2^n*8)/2 to  [(2^n*8)/2]-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mousumimitra5429,Amazing java course.,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@bhaktimaan1160,Amazing,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@uttamkumartanty3975,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@santoshgajar1102,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@davidsumit9531,Amazing java cource in the world I love it,Amazing java cource in the world I love it,positive
Java Tutorial: Variables and Data Types in Java Programming,@saptarshibanerjee4521,super cool video,super cool video,positive
Java Tutorial: Variables and Data Types in Java Programming,@bhawnabewal8550,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@DilipSingh-ds2yk,Thank you for teaching ❤️❤️❤️,Thank you for teaching,neutral
Java Tutorial: Variables and Data Types in Java Programming,@tanmaydaga4518,-(2^(n*2))/2 to 2^(n*2)/2-1,2n22 to 2n221,neutral
Java Tutorial: Variables and Data Types in Java Programming,@AbhishekKumar-kn4io,need heart sir,need heart sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@radhaswamivision5792,amazing Java course Harry bhai.... cool.. 😎😎😎,amazing Java course Harry bhai cool,positive
Java Tutorial: Variables and Data Types in Java Programming,@unmacho9254,bhagwan appko har success de apke is kam ke liye,bhagwan appko har success de apke is kam ke liye,positive
Java Tutorial: Variables and Data Types in Java Programming,@unmacho9254,harry bhai is god,harry bhai is god,neutral
Java Tutorial: Variables and Data Types in Java Programming,@iy9368,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@do_not_mess_with_me,The answer is:<br>-{2^[(8*n)-1]} to 2^[(8*n)-1]-1,The answer is28n1 to 28n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@kakulidhol4617,Woh ! amazing video. Your teaching is amazing. I can easily understand. You are my best teacher.,Woh amazing video Your teaching is amazing I can easily understand You are my best teacher,positive
Java Tutorial: Variables and Data Types in Java Programming,@babitavishwakarma162,AMAZING JAVA COURSE,AMAZING JAVA COURSE,positive
Java Tutorial: Variables and Data Types in Java Programming,@hemantmaurya1865,Amazing data type,Amazing data type,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshbalolia8800,amazing Java Course !,amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vivekthakur1451,Thanks bhai jaan😊,Thanks bhai jaan,positive
Java Tutorial: Variables and Data Types in Java Programming,@xc-rishabkumar1399,amazing java course harry bhai!!,amazing java course harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@skcmovies9068,"(2^8n)/2  ,  -(2^8n)/2-1",28n2 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@swapandey8402,-(2^n)/2 to ((2^n)/2)-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pannao7504,-2^8n/2   to   2^8n/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@gargipawar3353,Thank you so much sir..pehele muje coding difficult lagti thi but after watching your videos I have started gaining interest in it.thank you.your videos help a lot❤️,Thank you so much sirpehele muje coding difficult lagti thi but after watching your videos I have started gaining interest in itthank youyour videos help a lot,negative
Java Tutorial: Variables and Data Types in Java Programming,@TarunKumar-xu1jb,-8^n/2 to 8^n/2 -1,8n2 to 8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@inderjitsingh4769,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1104"">18:24</a> your anser is <br>if we take n bytes than-<br>-2^n*8 /2 to 2^n*8/2-1<br>btw i am in 7 th class and learning java",1824 your anser is if we take n bytes than2n8 2 to 2n821btw i am in 7 th class and learning java,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shriyanshasthana2499,Sir will this playlist cover the OOPS concept?,Sir will this playlist cover the OOPS concept,neutral
Java Tutorial: Variables and Data Types in Java Programming,@VOLTpcm,Amazing teacher,Amazing teacher,positive
Java Tutorial: Variables and Data Types in Java Programming,@easysqlworld5477,In every video it seems what a hardwork harry has taken for each thing.  A lot of love and respect harry.🥤🍿🍟🍔🙏🙏🙏🙏,In every video it seems what a hardwork harry has taken for each thing A lot of love and respect harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@mohsinzaman7367,Love from Pakistan bro. Thanks for such a great course and the amazing fully detailed explanations.,Love from Pakistan bro Thanks for such a great course and the amazing fully detailed explanations,positive
Java Tutorial: Variables and Data Types in Java Programming,@harjeetsingh-pk8wz,Formula for range:-((2^n)/2) to ((2^n)/2)-1 where n is number of bits..To convert bits to bytes:n/8 where n is number of bits,Formula for range2n2 to 2n21 where n is number of bitsTo convert bits to bytesn8 where n is number of bits,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sudeepchatterjee9282,2^(n-1) to 2^(n-1)-1 where n is no. of bits<br>Harry sir thanq for all your efforts.,2n1 to 2n11 where n is no of bitsHarry sir thanq for all your efforts,neutral
Java Tutorial: Variables and Data Types in Java Programming,@anasansari1111,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Nimisha3893,whitehat.jr is teaching with money but harry is teaching without money pure soul!!,whitehatjr is teaching with money but harry is teaching without money pure soul,positive
Java Tutorial: Variables and Data Types in Java Programming,@nilayguhe1927,-2^(n*8)/2 to 2^(n*8)/2  - 1 <br>.<br>.<br>.<br>.<br>Thank you very much for the video bro...<br>It is helping me a lot...😊😁🙏🏻❤️,2n82 to 2n82 1 Thank you very much for the video broIt is helping me a lot,positive
Java Tutorial: Variables and Data Types in Java Programming,@nalinikantasahoo9379,N*8/2,N82,neutral
Java Tutorial: Variables and Data Types in Java Programming,@artisticchess1829,Amazing video sir,Amazing video sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@DarthVader-fl4xe,I am amazed by the amount of effort you put into this course  a big thank you 😊,I am amazed by the amount of effort you put into this course a big thank you,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pushpakbarhate9279,CWH : ANS = (2 ^n*8) to  (2 ^n*8) - 1,CWH ANS 2 n8 to 2 n8 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@paawansingal788,the formula which you were talking :-<br>-(2^(n * 8)) / 2 to (2^(n * 8)) / 2 - 1,the formula which you were talking 2n 8 2 to 2n 8 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@binarySurvive,Sach bta rha hoon jab koi free mein itna sab kuch de rha hai... dill se accha lagta hain bhai <br>(AWESOME!!!),Sach bta rha hoon jab koi free mein itna sab kuch de rha hai dill se accha lagta hain bhai AWESOME,positive
Java Tutorial: Variables and Data Types in Java Programming,@VIJAYKUMAR-dj6kf,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1125"">18:45</a> / <a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1487"">24:47</a>   formula is &quot;(-2^8n)/2 to (2^8n)/2  -1&quot;",1845 2447 formula is quot28n2 to 28n2 1quot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@VIJAYKUMAR-dj6kf,ek month  me herry bhai se  c and java dono sikh liye,ek month me herry bhai se c and java dono sikh liye,neutral
Java Tutorial: Variables and Data Types in Java Programming,@technicalknowledge9080,general formula is (2^8n)/2 to [ ( ( 2^8n ) / 2 )- 1 ],general formula is 28n2 to 28n 2 1,positive
Java Tutorial: Variables and Data Types in Java Programming,@mayankjaiswal9099,Amezing Java course 😘,Amezing Java course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sankalpgupta8917,-2^(8n-1)  to  2^(8n-1)  - 1,28n1 to 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@David-gk8of,AMAZINGGGGG JAVA COURSE BHAI<br><br>THE BEST👍👍👍,AMAZINGGGGG JAVA COURSE BHAITHE BEST,positive
Java Tutorial: Variables and Data Types in Java Programming,@simplyamazing5190,-(2 n×8)/2  to (2 n×8)/2  -1 <br>Bhai jo n×8 hai vo exponent form mai rahega,2 n82 to 2 n82 1 Bhai jo n8 hai vo exponent form mai rahega,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aqibsayyad8960,-(2^n*8)/2 to ((2^n*8)/2)-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@majidkhan3711,Amazing Java video,Amazing Java video,positive
Java Tutorial: Variables and Data Types in Java Programming,@archanaparejiya2482,Amazing course..,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@janakprasad1992,Amazing Java Codes,Amazing Java Codes,positive
Java Tutorial: Variables and Data Types in Java Programming,@007lakshya2,Amazing Course!! This is Awesome!!! Thumaclous!!! Marvellous!!!!! Awesome Course For Java!!,Amazing Course This is Awesome Thumaclous Marvellous Awesome Course For Java,positive
Java Tutorial: Variables and Data Types in Java Programming,@jaydeepranavadiya6631,Amazing  java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshraikwar8732,-(2^n*8)/2  to  ((2^n*8)/2)-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@narendrarairai8697,public class sujan{<br> <br>      public static void main(String[ ] args{<br><br>      System.out.println(&quot; Thankyou Sir &quot;);<br>}<br><br>},public class sujan public static void mainString args Systemoutprintlnquot Thankyou Sir quot,positive
Java Tutorial: Variables and Data Types in Java Programming,@madhusudansahu7124,very intresting,very intresting,positive
Java Tutorial: Variables and Data Types in Java Programming,@rishavkashyap3634,-(2^n*8)/2 to{ (2^n*8)/2}-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rishavkashyap3634,-(2^n)/2 to (2^n)/2-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@adarshgupta3832,Amazing jawa codes,Amazing jawa codes,positive
Java Tutorial: Variables and Data Types in Java Programming,@sahilpabale,Harry bhai are you an IITian???<br>Please answer!<br>Love from Navi Mumbai :),Harry bhai are you an IITianPlease answerLove from Navi Mumbai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ayushdogra_,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=570"">9:30</a> - Aapke naam me number hota hai kya? Nahi hota hai na. <br>.<br>.<br>Elon Musk&#39;s son has left the chat.",930 Aapke naam me number hota hai kya Nahi hota hai na Elon Musk39s son has left the chat,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Shi.rue16,one of the best~,one of the best,positive
Java Tutorial: Variables and Data Types in Java Programming,@areebamajeed8734,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@tejas9991,amazing corse,amazing corse,positive
Java Tutorial: Variables and Data Types in Java Programming,@IN2MINUTES,-(2^ 8n)/2 to 2(^8n)/2 -1<br>formula,2 8n2 to 28n2 1formula,neutral
Java Tutorial: Variables and Data Types in Java Programming,@akashmukherjee1995,"Bhai data structures samaj me nahe a raha he??<br>Video dekhlia but still no progress, please help 🙄🙄🙄",Bhai data structures samaj me nahe a raha heVideo dekhlia but still no progress please help,neutral
Java Tutorial: Variables and Data Types in Java Programming,@631singh,System.out.println(&quot;amazing java course&quot;);<br>System.out.println(&quot;best teacher on youtube&quot;);,Systemoutprintlnquotamazing java coursequotSystemoutprintlnquotbest teacher on youtubequot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@degoocloud9612,Amazing java course sir,Amazing java course sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@arijitmajumdar7645,Harry brother&#39;s teaching is awesome<br>Great course<br>He deserves millions.....<br>Love u bhaiiiiii,Harry brother39s teaching is awesomeGreat courseHe deserves millionsLove u bhaiiiiii,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ronitshrivastav3981,You are the best tutor of programming in the world,You are the best tutor of programming in the world,positive
Java Tutorial: Variables and Data Types in Java Programming,@technologytechnology9831,really amazing JAVA course.....😊😊😊👍👍👍,really amazing JAVA course,positive
Java Tutorial: Variables and Data Types in Java Programming,@technologytechnology9831,thanks for this.... abhi to bhut kuch sikhna hai boss...😊😊😊😊😊,thanks for this abhi to bhut kuch sikhna hai boss,positive
Java Tutorial: Variables and Data Types in Java Programming,@sk25._,for n bytes    -(2)^8n /2 to (2)^8n /2 - 1,for n bytes 28n 2 to 28n 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@kshitijkumar5296,"amazing java course harry bro,,,,,,,keep it up",amazing java course harry brokeep it up,positive
Java Tutorial: Variables and Data Types in Java Programming,@shubhamsharma-rf7uc,Thanks❤ sir,Thanks sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@oyenikk,Amazing java course 😍😍🧟‍♂️,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@shubhamsharma-rf7uc,Amazing java course superb 👌👍👍👍,Amazing java course superb,positive
Java Tutorial: Variables and Data Types in Java Programming,@rajwindersingh8361,Loving it bro you did a great job,Loving it bro you did a great job,positive
Java Tutorial: Variables and Data Types in Java Programming,@tigersharkgaming6305,-2^(n**8)/2 to 2^(n*8)-1/2,2n82 to 2n812,neutral
Java Tutorial: Variables and Data Types in Java Programming,@utshorgo5989,-(2^n*8)/2 to (2^n*8)/2-1the formula,2n82 to 2n821the formula,neutral
